ResponseId,MainBranch,AISelect,ConvertedCompYearly,WorkExp,YearsCode,Age,DevType,Country,OrgSize,EdLevel,RemoteWork,Employment,treat,log_salary
300,I am a developer by profession,"No, and I don't plan to",127616.0,10.0,22.0,35-44 years old,"Developer, full-stack",Spain,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,0,11.756781033881456
301,I am a developer by profession,"Yes, I use AI tools daily",84277.0,20.0,35.0,45-54 years old,"Developer, back-end",Sweden,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.341864271650984
302,I am a developer by profession,"Yes, I use AI tools daily",175000.0,40.0,40.0,55-64 years old,"Architect, software or solutions",United States of America,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,1,12.072541252905651
303,I am a developer by profession,"Yes, I use AI tools daily",52207.0,17.0,25.0,35-44 years old,"Developer, full-stack",Greece,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,10.86297186449704
305,I am a developer by profession,"Yes, I use AI tools daily",250000.0,27.0,35.0,45-54 years old,Engineering manager,United States of America,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.429216196844383
307,I am a developer by profession,"Yes, I use AI tools daily",116015.0,13.0,16.0,25-34 years old,"Developer, back-end",Ireland,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.661474772073467
310,I am a developer by profession,"Yes, I use AI tools daily",63808.0,3.0,11.0,25-34 years old,DevOps engineer or professional,Netherlands,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.06363385332151
317,I am a developer by profession,"No, and I don't plan to",34804.0,30.0,30.0,45-54 years old,"Developer, desktop or enterprise applications",Italy,Less than 20 employees,Some college/university study without earning a degree,"Your choice (very flexible, you can come in when you want or just as needed)",Employed,0,10.457487601685916
325,I am a developer by profession,"Yes, I use AI tools daily",119495.0,28.0,29.0,45-54 years old,"Developer, AI apps or physical AI",Germany,"5,000 to 9,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.691029808474159
328,I am a developer by profession,"No, and I don't plan to",58367.0,8.0,8.0,25-34 years old,"Developer, full-stack",Canada,20 to 99 employees,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Remote,Employed,0,10.974505940611799
329,I am a developer by profession,"Yes, I use AI tools daily",10133.0,6.0,6.0,18-24 years old,"Developer, full-stack",Pakistan,"Just me - I am a freelancer, sole proprietor, etc.",Primary/elementary school,"Hybrid (some remote, leans heavy to in-person)","Independent contractor, freelancer, or self-employed",1,9.223552703448318
330,I am a developer by profession,"Yes, I use AI tools daily",52207.0,9.0,15.0,25-34 years old,"Developer, embedded applications or devices",Italy,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,10.86297186449704
332,I am a developer by profession,"Yes, I use AI tools daily",48726.0,3.0,3.0,25-34 years old,"Developer, full-stack",France,Less than 20 employees,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,10.793968047510466
333,I am a developer by profession,"Yes, I use AI tools daily",92812.0,14.0,22.0,35-44 years old,"Architect, software or solutions",France,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.438331220759258
335,I am a developer by profession,"Yes, I use AI tools daily",83531.0,4.0,8.0,18-24 years old,"Developer, desktop or enterprise applications",Germany,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.332973099424969
339,I am a developer by profession,"Yes, I use AI tools daily",163370.0,24.0,26.0,35-44 years old,"Developer, full-stack",United Kingdom of Great Britain and Northern Ireland,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.003772846020555
342,I am a developer by profession,"No, and I don't plan to",127616.0,15.0,20.0,35-44 years old,"Architect, software or solutions",Netherlands,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,0,11.756781033881456
344,I am a developer by profession,"No, and I don't plan to",70994.0,16.0,26.0,35-44 years old,Other (please specify):,Brazil,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,0,11.170350645410277
347,I am a developer by profession,"Yes, I use AI tools daily",214240.0,15.0,18.0,35-44 years old,AI/ML engineer,South Africa,"5,000 to 9,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,12.274852160924999
350,I am a developer by profession,"Yes, I use AI tools daily",163370.0,43.0,46.0,55-64 years old,"Developer, full-stack",United Kingdom of Great Britain and Northern Ireland,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.003772846020555
351,I am a developer by profession,"Yes, I use AI tools daily",81210.0,20.0,25.0,45-54 years old,"Developer, full-stack",Belgium,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.304793671276457
355,I am a developer by profession,"No, and I don't plan to",232479.0,10.0,15.0,25-34 years old,Engineering manager,India,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,0,12.356555177349573
356,I am a developer by profession,"No, but I plan to soon",69609.0,6.0,13.0,25-34 years old,"Developer, full-stack",Germany,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,0,11.150649148307476
360,I am a developer by profession,"No, and I don't plan to",99000.0,38.0,38.0,55-64 years old,"Developer, embedded applications or devices",United States of America,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,0,11.502875129116727
365,I am a developer by profession,"Yes, I use AI tools daily",156563.0,11.0,11.0,25-34 years old,"Developer, mobile",United Kingdom of Great Britain and Northern Ireland,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.961213763868995
373,I am a developer by profession,"Yes, I use AI tools daily",160000.0,13.0,16.0,35-44 years old,"Developer, full-stack",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.982929094215963
377,I am a developer by profession,"Yes, I use AI tools daily",230000.0,10.0,14.0,25-34 years old,"Developer, back-end",United States of America,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.345834587905333
378,I am a developer by profession,"Yes, I use AI tools daily",30297.0,7.0,9.0,25-34 years old,"Developer, full-stack",Turkey,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,10.318803976694667
383,I am a developer by profession,"No, and I don't plan to",104000.0,30.0,35.0,55-64 years old,"Developer, full-stack",United States of America,I don’t know,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,0,11.55214617812351
386,I am a developer by profession,"Yes, I use AI tools daily",72155.0,2.0,10.0,18-24 years old,"Developer, mobile",United Kingdom of Great Britain and Northern Ireland,100 to 499 employees,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Remote,"Independent contractor, freelancer, or self-employed",1,11.186571861870178
395,I am a developer by profession,"Yes, I use AI tools daily",242148.0,18.0,21.0,35-44 years old,"Developer, back-end",Singapore,"10,000 or more employees","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,12.397304388453884
396,I am a developer by profession,"No, but I plan to soon",52207.0,13.0,16.0,25-34 years old,"Developer, back-end",Germany,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,0,10.86297186449704
398,I am a developer by profession,"Yes, I use AI tools daily",126456.0,10.0,14.0,25-34 years old,"Developer, full-stack",Germany,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.747649700557231
401,I am a developer by profession,"Yes, I use AI tools daily",201139.0,28.0,37.0,45-54 years old,DevOps engineer or professional,Ireland,"10,000 or more employees",Some college/university study without earning a degree,"Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,12.211751490324584
405,I am a developer by profession,"Yes, I use AI tools daily",173250.0,14.0,14.0,35-44 years old,"Developer, back-end",United States of America,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,12.06249091705215
408,I am a developer by profession,"Yes, I use AI tools daily",96524.0,11.0,14.0,25-34 years old,"Developer, full-stack",Spain,20 to 99 employees,Some college/university study without earning a degree,Remote,Employed,1,11.477546961068413
409,I am a developer by profession,"Yes, I use AI tools daily",205000.0,22.0,26.0,35-44 years old,Engineering manager,United States of America,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.230765258120545
410,I am a developer by profession,"Yes, I use AI tools daily",81210.0,15.0,23.0,35-44 years old,"Developer, back-end",Portugal,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.304793671276457
414,I am a developer by profession,"No, and I don't plan to",118443.0,7.0,10.0,25-34 years old,"Developer, back-end",United Kingdom of Great Britain and Northern Ireland,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,0,11.682187111175395
415,I am a developer by profession,"Yes, I use AI tools daily",1914.0,12.0,15.0,25-34 years old,DevOps engineer or professional,Russian Federation,100 to 499 employees,Some college/university study without earning a degree,"Hybrid (some remote, leans heavy to in-person)",Employed,1,7.5569505720129
419,I am a developer by profession,"Yes, I use AI tools daily",116240.0,12.0,20.0,25-34 years old,"Developer, full-stack",India,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.663412298244165
420,I am a developer by profession,"Yes, I use AI tools daily",300000.0,20.0,25.0,35-44 years old,"Developer, back-end",United States of America,"1,000 to 4,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,12.611537753638338
423,I am a developer by profession,"Yes, I use AI tools daily",104413.0,17.0,23.0,35-44 years old,"Developer, back-end",Germany,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.556109467751368
427,I am a developer by profession,"Yes, I use AI tools daily",129936.0,20.0,25.0,35-44 years old,"Architect, software or solutions",Ireland,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.774797300522192
430,I am a developer by profession,"Yes, I use AI tools daily",120000.0,5.0,12.0,25-34 years old,"Developer, full-stack",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.695247021764184
436,I am a developer by profession,"Yes, I use AI tools daily",175000.0,10.0,10.0,35-44 years old,"Developer, back-end",United States of America,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.072541252905651
437,I am a developer by profession,"Yes, I use AI tools daily",300000.0,3.0,7.0,18-24 years old,"Developer, desktop or enterprise applications",China,"Just me - I am a freelancer, sole proprietor, etc.","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,"Independent contractor, freelancer, or self-employed",1,12.611537753638338
439,I am a developer by profession,"Yes, I use AI tools daily",18000.0,4.0,6.0,18-24 years old,"Developer, front-end",Georgia,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,9.798127036878302
440,I am a developer by profession,"Yes, I use AI tools daily",120000.0,26.0,36.0,45-54 years old,"Developer, mobile",United States of America,"5,000 to 9,999 employees",Some college/university study without earning a degree,"Hybrid (some remote, leans heavy to in-person)",Employed,1,11.695247021764184
441,I am a developer by profession,"Yes, I use AI tools daily",16664.0,3.0,5.0,18-24 years old,"Developer, back-end",Turkey,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Student,1,9.721005982940808
442,I am a developer by profession,"Yes, I use AI tools daily",330000.0,9.0,12.0,25-34 years old,Data scientist,United States of America,"10,000 or more employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,12.706847933442663
443,I am a developer by profession,"No, and I don't plan to",55687.0,1.0,12.0,25-34 years old,"Developer, full-stack",Germany,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,10.927502005497212
444,I am a developer by profession,"No, and I don't plan to",185623.0,25.0,41.0,45-54 years old,"Developer, full-stack",France,100 to 499 employees,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Remote,Employed,0,12.131473014070282
